ensembl_gene_id,total_exon_length
ENSG00000212932,481
ENSG00000233866,584
ENSG00000229286,120
ENSG00000235265,577
ENSG00000223875,681
ENSG00000215270,1048
ENSG00000206195,5535
ENSG00000271672,621
ENSG00000272872,693
ENSG00000232775,1567
ENSG00000271127,1387
ENSG00000225255,850
ENSG00000235992,1095
ENSG00000241838,1122
ENSG00000198062,2172
ENSG00000236666,2564
ENSG00000212216,106
ENSG00000234381,815
ENSG00000224435,1638
ENSG00000226474,176
ENSG00000231565,1337
ENSG00000230471,1727
ENSG00000230643,117
ENSG00000237299,564
ENSG00000213727,1176
ENSG00000215268,2259
ENSG00000233408,1291
ENSG00000235759,2505
ENSG00000130538,981
ENSG00000236831,294
ENSG00000265406,82
ENSG00000264612,82
ENSG00000265270,82
ENSG00000236097,576
ENSG00000184624,1905
ENSG00000236235,366
ENSG00000225293,600
ENSG00000226160,87
ENSG00000229658,1608
ENSG00000227367,1279
ENSG00000226444,1673
ENSG00000235969,243
ENSG00000273362,658
ENSG00000233995,612
ENSG00000239435,573
ENSG00000198445,2033
ENSG00000240122,396
ENSG00000221084,87
ENSG00000100181,12068
ENSG00000267338,544
ENSG00000249288,251
ENSG00000249263,315
ENSG00000189295,2109
ENSG00000259271,1617
ENSG00000273244,868
ENSG00000241717,2895
ENSG00000235343,1239
ENSG00000172967,1686
ENSG00000229027,1379
ENSG00000234121,144
ENSG00000237835,358
ENSG00000220248,3099
ENSG00000237689,498
ENSG00000228122,203
ENSG00000237358,350
ENSG00000225480,101
ENSG00000230481,352
ENSG00000253691,365
ENSG00000253460,358
ENSG00000254264,311
ENSG00000253481,358
ENSG00000215568,3737
ENSG00000270226,528
ENSG00000237438,4348
ENSG00000273203,2854
ENSG00000273442,755
ENSG00000177663,9022
ENSG00000235328,327
ENSG00000183307,5068
ENSG00000235478,1349
ENSG00000069998,4928
ENSG00000185837,629
ENSG00000093072,5123
ENSG00000236325,372
ENSG00000269774,297
ENSG00000203416,427
ENSG00000241832,1912
ENSG00000231004,198
ENSG00000239547,294
ENSG00000099954,10225
ENSG00000229492,1131
ENSG00000232305,387
ENSG00000228045,353
ENSG00000272675,1597
ENSG00000182902,4731
ENSG00000236754,1834
ENSG00000131100,3202
ENSG00000099968,7515
ENSG00000251737,113
ENSG00000015475,4409
ENSG00000264757,79
ENSG00000269220,2159
ENSG00000243156,22315
ENSG00000093100,4323
ENSG00000207780,93
ENSG00000235445,359
ENSG00000234913,2491
ENSG00000237446,348
ENSG00000235295,2377
ENSG00000225335,2233
ENSG00000215193,20033
ENSG00000236890,209
ENSG00000235617,276
ENSG00000225225,529
ENSG00000183785,3634
ENSG00000184979,2118
ENSG00000187979,1850
ENSG00000182824,1850
ENSG00000197421,2725
ENSG00000239989,390
ENSG00000234764,744
ENSG00000161103,7680
ENSG00000215544,540
ENSG00000183628,5254
ENSG00000100033,8761
ENSG00000237517,8658
ENSG00000271275,457
ENSG00000273032,2414
ENSG00000270393,873
ENSG00000273164,494
ENSG00000241527,897
ENSG00000070413,5585
ENSG00000206739,111
ENSG00000273311,2213
ENSG00000237347,401
ENSG00000223461,580
ENSG00000272682,1511
ENSG00000231086,767
ENSG00000100056,5993
ENSG00000206203,1813
ENSG00000063515,1030
ENSG00000260924,1444
ENSG00000100075,2082
ENSG00000070371,9809
ENSG00000230194,296
ENSG00000251940,93
ENSG00000233471,1286
ENSG00000100084,4403
ENSG00000242259,6917
ENSG00000244296,276
ENSG00000185608,1961
ENSG00000185065,2095
ENSG00000070010,8726
ENSG00000273300,426
ENSG00000273212,459
ENSG00000093009,2826
ENSG00000184113,3427
ENSG00000230485,950
ENSG00000225007,285
ENSG00000184702,5903
ENSG00000203618,1551
ENSG00000184058,3482
ENSG00000185838,6981
ENSG00000235776,800
ENSG00000215012,6801
ENSG00000184470,7302
ENSG00000232926,681
ENSG00000093010,5184
ENSG00000265087,81
ENSG00000099889,5599
ENSG00000183597,6144
ENSG00000208023,81
ENSG00000236540,1791
ENSG00000268292,581
ENSG00000128191,7303
ENSG00000266567,87
ENSG00000221366,84
ENSG00000243762,524
ENSG00000099899,3955
ENSG00000099901,4613
ENSG00000264346,124
ENSG00000099904,5530
ENSG00000234409,1418
ENSG00000249923,2224
ENSG00000236499,2127
ENSG00000040608,3331
ENSG00000221039,77
ENSG00000161132,1230
ENSG00000128185,1149
ENSG00000273343,630
ENSG00000273139,464
ENSG00000188424,3278
ENSG00000235578,444
ENSG00000230410,1076
ENSG00000183038,967
ENSG00000235704,851
ENSG00000206176,1020
ENSG00000215513,4792
ENSG00000271796,76
ENSG00000252571,142
ENSG00000252024,82
ENSG00000199876,300
ENSG00000196622,5783
ENSG00000236984,754
ENSG00000234757,873
ENSG00000225894,3594
ENSG00000216522,991
ENSG00000223579,4696
ENSG00000227005,373
ENSG00000233938,3799
ENSG00000188280,9226
ENSG00000161133,1578
ENSG00000185252,6242
ENSG00000207343,102
ENSG00000244486,3591
ENSG00000099910,5095
ENSG00000215493,1702
ENSG00000255156,108
ENSG00000201916,110
ENSG00000242876,273
ENSG00000236670,1290
ENSG00000265300,91
ENSG00000099917,10354
ENSG00000236003,649
ENSG00000250261,1117
ENSG00000223553,3848
ENSG00000238125,2020
ENSG00000264718,81
ENSG00000229107,907
ENSG00000217261,1886
ENSG00000235062,251
ENSG00000226287,2881
ENSG00000241973,11353
ENSG00000234252,2398
ENSG00000099937,2548
ENSG00000099940,4947
ENSG00000272600,371
ENSG00000099942,5322
ENSG00000266366,265
ENSG00000237476,682
ENSG00000183773,5313
ENSG00000099949,7536
ENSG00000272829,394
ENSG00000184436,2877
ENSG00000230513,2972
ENSG00000161149,2400
ENSG00000269103,190
ENSG00000099957,4718
ENSG00000099960,2441
ENSG00000226872,560
ENSG00000207575,96
ENSG00000206145,547
ENSG00000187905,5531
ENSG00000249680,1319
ENSG00000169668,2680
ENSG00000197210,4827
ENSG00000239511,2575
ENSG00000224688,747
ENSG00000215498,6381
ENSG00000234503,772
ENSG00000133475,2367
ENSG00000226885,742
ENSG00000229266,1280
ENSG00000169662,627
ENSG00000206142,6325
ENSG00000237407,773
ENSG00000232771,3663
ENSG00000226534,685
ENSG00000196934,5783
ENSG00000200057,300
ENSG00000252314,82
ENSG00000252020,142
ENSG00000252402,76
ENSG00000169635,7215
ENSG00000206140,4295
ENSG00000183506,7458
ENSG00000252799,76
ENSG00000252143,142
ENSG00000252605,82
ENSG00000222352,300
ENSG00000183246,6104
ENSG00000185651,3833
ENSG00000161179,1752
ENSG00000161180,2944
ENSG00000273342,440
ENSG00000128228,1096
ENSG00000100023,8436
ENSG00000212102,77
ENSG00000207751,81
ENSG00000272954,429
ENSG00000100027,4708
ENSG00000244671,299
ENSG00000100030,11327
ENSG00000200985,90
ENSG00000225544,391
ENSG00000100034,7305
ENSG00000224086,3979
ENSG00000100038,6625
ENSG00000197549,3032
ENSG00000253239,388
ENSG00000211637,417
ENSG00000254355,343
ENSG00000225070,777
ENSG00000249333,373
ENSG00000253794,324
ENSG00000228161,161
ENSG00000253874,459
ENSG00000254075,339
ENSG00000254161,358
ENSG00000253242,300
ENSG00000253752,382
ENSG00000253823,439
ENSG00000211638,412
ENSG00000225741,1260
ENSG00000182502,898
ENSG00000236118,279
ENSG00000233720,249
ENSG00000211639,360
ENSG00000227710,345
ENSG00000224465,573
ENSG00000254308,249
ENSG00000253637,303
ENSG00000236323,678
ENSG00000211640,621
ENSG00000253126,340
ENSG00000211641,424
ENSG00000211642,363
ENSG00000253935,365
ENSG00000228050,1379
ENSG00000234726,1240
ENSG00000169575,753
ENSG00000272216,3274
ENSG00000234630,522
ENSG00000236850,1766
ENSG00000272779,1113
ENSG00000211643,377
ENSG00000211644,398
ENSG00000211645,403
ENSG00000225724,1641
ENSG00000223350,407
ENSG00000232515,357
ENSG00000211647,367
ENSG00000211648,405
ENSG00000237428,1560
ENSG00000211649,382
ENSG00000232603,291
ENSG00000211650,395
ENSG00000211651,464
ENSG00000211652,383
ENSG00000254175,379
ENSG00000254073,150
ENSG00000253818,404
ENSG00000211653,405
ENSG00000224144,984
ENSG00000253889,383
ENSG00000211654,372
ENSG00000211655,390
ENSG00000230821,1650
ENSG00000253631,338
ENSG00000226595,327
ENSG00000198477,5729
ENSG00000169548,2146
ENSG00000239066,95
ENSG00000185686,3769
ENSG00000220891,3108
ENSG00000253120,282
ENSG00000211656,396
ENSG00000211657,356
ENSG00000253920,295
ENSG00000253329,296
ENSG00000215456,819
ENSG00000183169,2373
ENSG00000100121,948
ENSG00000253338,243
ENSG00000207834,95
ENSG00000253451,302
ENSG00000211658,375
ENSG00000253913,300
ENSG00000253779,248
ENSG00000211659,378
ENSG00000232350,147
ENSG00000223999,449
ENSG00000253822,195
ENSG00000211660,500
ENSG00000207830,94
ENSG00000253546,210
ENSG00000211661,407
ENSG00000211662,599
ENSG00000254240,129
ENSG00000211663,375
ENSG00000264629,94
ENSG00000211664,372
ENSG00000253152,243
ENSG00000211665,373
ENSG00000253786,243
ENSG00000207835,94
ENSG00000211666,400
ENSG00000253590,222
ENSG00000211667,358
ENSG00000231392,162
ENSG00000207833,94
ENSG00000211668,398
ENSG00000211669,384
ENSG00000226477,255
ENSG00000211670,459
ENSG00000211671,518
ENSG00000207836,95
ENSG00000237127,252
ENSG00000254077,270
ENSG00000253448,249
ENSG00000207832,93
ENSG00000253234,276
ENSG00000226420,243
ENSG00000211672,401
ENSG00000253963,228
ENSG00000211673,396
ENSG00000264824,112
ENSG00000254709,1332
ENSG00000211674,126
ENSG00000211675,459
ENSG00000211676,174
ENSG00000211677,461
ENSG00000211678,175
ENSG00000211679,461
ENSG00000211680,32
ENSG00000254029,247
ENSG00000211681,71
ENSG00000254030,292
ENSG00000211682,69
ENSG00000222037,316
ENSG00000211684,45
ENSG00000211685,437
ENSG00000237472,318
ENSG00000223679,255
ENSG00000100218,2425
ENSG00000128266,3842
ENSG00000272019,273
ENSG00000221069,90
ENSG00000100228,4096
ENSG00000186716,12359
ENSG00000236794,351
ENSG00000240160,287
ENSG00000230701,1218
ENSG00000214526,384
ENSG00000236611,344
ENSG00000215478,1550
ENSG00000133519,3261
ENSG00000248409,624
ENSG00000234928,1079
ENSG00000227755,792
ENSG00000178248,1568
ENSG00000225413,475
ENSG00000224277,606
ENSG00000128322,901
ENSG00000272733,1078
ENSG00000189269,1288
ENSG00000211683,1081
ENSG00000228315,6538
ENSG00000234353,904
ENSG00000244723,631
ENSG00000273000,3113
ENSG00000272578,6998
ENSG00000159496,4703
ENSG00000270041,611
ENSG00000187792,4018
ENSG00000128218,608
ENSG00000169314,2084
ENSG00000250479,1356
ENSG00000099953,5167
ENSG00000267954,744
ENSG00000099956,2472
ENSG00000099958,3792
ENSG00000272973,612
ENSG00000133460,8850
ENSG00000251357,782
ENSG00000244425,295
ENSG00000240972,1107
ENSG00000218537,1473
ENSG00000273295,5636
ENSG00000225282,1760
ENSG00000206090,529
ENSG00000231271,286
ENSG00000133433,1094
ENSG00000228039,407
ENSG00000099974,1542
ENSG00000272787,662
ENSG00000099977,1747
ENSG00000250470,345
ENSG00000099984,1089
ENSG00000224205,312
ENSG00000241850,637
ENSG00000232014,585
ENSG00000229513,359
ENSG00000224676,708
ENSG00000184490,353
ENSG00000235231,561
ENSG00000272955,649
ENSG00000184674,3813
ENSG00000239334,2378
ENSG00000235689,264
ENSG00000099991,9345
ENSG00000232545,555
ENSG00000099994,5267
ENSG00000099998,2577
ENSG00000230712,659
ENSG00000128262,5130
ENSG00000225098,686
ENSG00000215464,454
ENSG00000100014,7305
ENSG00000258555,6184
ENSG00000128271,4181
ENSG00000178803,4022
ENSG00000100024,7046
ENSG00000228923,478
ENSG00000138867,4507
ENSG00000100028,2535
ENSG00000100031,4414
ENSG00000178026,3418
ENSG00000230947,362
ENSG00000215481,1961
ENSG00000224124,9541
ENSG00000240906,550
ENSG00000224806,511
ENSG00000224334,1164
ENSG00000237601,155
ENSG00000182351,230
ENSG00000184571,3778
ENSG00000167037,8479
ENSG00000199783,67
ENSG00000206069,946
ENSG00000197077,15804
ENSG00000203280,945
ENSG00000271181,245
ENSG00000100053,861
ENSG00000236641,480
ENSG00000244752,880
ENSG00000233577,589
ENSG00000206066,432
ENSG00000230637,659
ENSG00000231466,779
ENSG00000100068,4548
ENSG00000272942,746
ENSG00000272798,603
ENSG00000271138,395
ENSG00000100058,6426
ENSG00000272977,3753
ENSG00000265978,89
ENSG00000234884,934
ENSG00000100077,9131
ENSG00000237387,658
ENSG00000224003,1626
ENSG00000222585,128
ENSG00000133454,9658
ENSG00000264925,87
ENSG00000231933,5867
ENSG00000232464,470
ENSG00000223056,290
ENSG00000232050,143
ENSG00000236464,186
ENSG00000229770,354
ENSG00000100095,7134
ENSG00000224192,530
ENSG00000252267,109
ENSG00000230203,805
ENSG00000128203,3353
ENSG00000100099,10765
ENSG00000100104,4312
ENSG00000100109,5415
ENSG00000261188,2031
ENSG00000260065,3053
ENSG00000128294,3435
ENSG00000221760,111
ENSG00000213707,562
ENSG00000100122,1096
ENSG00000196431,805
ENSG00000226912,447
ENSG00000225783,11579
ENSG00000206028,2610
ENSG00000244625,2833
ENSG00000223704,6040
ENSG00000231369,576
ENSG00000235271,740
ENSG00000200443,104
ENSG00000236858,2381
ENSG00000231405,471
ENSG00000238195,306
ENSG00000233521,971
ENSG00000233574,271
ENSG00000223726,575
ENSG00000226741,5050
ENSG00000230051,567
ENSG00000227880,768
ENSG00000224027,574
ENSG00000227838,814
ENSG00000231495,113
ENSG00000226169,449
ENSG00000169184,7690
ENSG00000180957,5078
ENSG00000235954,10806
ENSG00000264073,87
ENSG00000100154,12616
ENSG00000239249,298
ENSG00000201209,67
ENSG00000199797,96
ENSG00000266503,289
ENSG00000183765,4122
ENSG00000100209,1454
ENSG00000159873,4314
ENSG00000100219,3022
ENSG00000226471,1463
ENSG00000272858,748
ENSG00000224256,244
ENSG00000183579,6958
ENSG00000235786,672
ENSG00000177993,2167
ENSG00000100249,992
ENSG00000183762,7966
ENSG00000226772,537
ENSG00000200871,106
ENSG00000251952,111
ENSG00000186998,4884
ENSG00000100263,3005
ENSG00000237015,383
ENSG00000182944,10312
ENSG00000185340,4476
ENSG00000100276,2236
ENSG00000273216,476
ENSG00000100280,6697
ENSG00000239127,95
ENSG00000242156,173
ENSG00000225465,5973
ENSG00000128250,1494
ENSG00000100285,3779
ENSG00000100296,7853
ENSG00000234208,287
ENSG00000184117,3055
ENSG00000186575,7153
ENSG00000233010,601
ENSG00000232396,769
ENSG00000239446,242
ENSG00000100314,3254
ENSG00000100319,3308
ENSG00000200976,101
ENSG00000184076,973
ENSG00000100325,5366
ENSG00000100330,9881
ENSG00000207455,106
ENSG00000221736,87
ENSG00000227117,1433
ENSG00000227201,917
ENSG00000176635,2563
ENSG00000226573,314
ENSG00000225971,787
ENSG00000225676,295
ENSG00000232530,805
ENSG00000128342,3966
ENSG00000268812,804
ENSG00000099985,2110
ENSG00000239282,2737
ENSG00000248751,2042
ENSG00000099992,7035
ENSG00000099995,6315
ENSG00000187860,6576
ENSG00000241528,1441
ENSG00000099999,3068
ENSG00000100003,5970
ENSG00000249590,1471
ENSG00000268538,257
ENSG00000273350,400
ENSG00000222915,103
ENSG00000272689,330
ENSG00000242114,1697
ENSG00000203606,697
ENSG00000273428,703
ENSG00000230137,481
ENSG00000100012,3648
ENSG00000214161,600
ENSG00000181123,985
ENSG00000133488,2611
ENSG00000214491,3380
ENSG00000225774,1769
ENSG00000128242,3009
ENSG00000100029,4540
ENSG00000223831,246
ENSG00000185339,3112
ENSG00000100036,5525
ENSG00000167065,4445
ENSG00000250318,610
ENSG00000184792,6797
ENSG00000264661,84
ENSG00000237977,562
ENSG00000235989,2690
ENSG00000133422,6231
ENSG00000253352,6789
ENSG00000269987,544
ENSG00000269972,262
ENSG00000240186,294
ENSG00000183963,10068
ENSG00000273387,1409
ENSG00000198832,3184
ENSG00000235573,379
ENSG00000185133,4810
ENSG00000100078,2690
ENSG00000214125,681
ENSG00000264141,57
ENSG00000138942,3439
ENSG00000254835,352
ENSG00000182541,6152
ENSG00000199695,108
ENSG00000202019,101
ENSG00000100100,3799
ENSG00000228839,619
ENSG00000212542,108
ENSG00000100105,5687
ENSG00000213888,1795
ENSG00000206615,104
ENSG00000185721,2101
ENSG00000184708,6064
ENSG00000240591,785
ENSG00000224623,613
ENSG00000199248,106
ENSG00000198089,12002
ENSG00000233733,393
ENSG00000229169,237
ENSG00000214093,456
ENSG00000241878,4987
ENSG00000183530,11799
ENSG00000100150,8540
ENSG00000242251,294
ENSG00000236132,474
ENSG00000252909,60
ENSG00000227813,488
ENSG00000128254,1751
ENSG00000128245,2447
ENSG00000238910,102
ENSG00000227519,471
ENSG00000230866,333
ENSG00000240647,282
ENSG00000232346,406
ENSG00000100170,5273
ENSG00000234479,823
ENSG00000237439,628
ENSG00000232707,105
ENSG00000239674,272
ENSG00000205856,2047
ENSG00000230120,560
ENSG00000128253,2716
ENSG00000254127,315
ENSG00000242082,872
ENSG00000100191,2013
ENSG00000214076,3729
ENSG00000224050,588
ENSG00000273325,448
ENSG00000234626,359
ENSG00000128276,1498
ENSG00000271093,312
ENSG00000205853,1782
ENSG00000230736,1555
ENSG00000243519,328
ENSG00000241954,442
ENSG00000232218,200
ENSG00000100220,2945
ENSG00000184459,2296
ENSG00000100225,8513
ENSG00000185666,5406
ENSG00000236054,455
ENSG00000251890,96
ENSG00000229673,145
ENSG00000100234,4598
ENSG00000197047,330
ENSG00000183531,409
ENSG00000228194,263
ENSG00000228622,435
ENSG00000231253,546
ENSG00000233632,198
ENSG00000133424,10661
ENSG00000232073,565
ENSG00000230741,482
ENSG00000266012,87
ENSG00000253007,134
ENSG00000232081,556
ENSG00000224973,2918
ENSG00000273082,344
ENSG00000236052,749
ENSG00000224404,517
ENSG00000235485,2193
ENSG00000234891,765
ENSG00000237316,545
ENSG00000227895,2119
ENSG00000175329,3380
ENSG00000233080,642
ENSG00000273068,362
ENSG00000238153,378
ENSG00000243453,243
ENSG00000238584,61
ENSG00000100281,5993
ENSG00000273176,383
ENSG00000100284,5850
ENSG00000266320,118
ENSG00000100292,2399
ENSG00000100297,7317
ENSG00000233388,1725
ENSG00000273044,483
ENSG00000100302,3409
ENSG00000198125,3009
ENSG00000268818,845
ENSG00000221963,10118
ENSG00000228587,599
ENSG00000226336,373
ENSG00000128313,1433
ENSG00000100320,9994
ENSG00000237406,1134
ENSG00000128284,5977
ENSG00000233764,357
ENSG00000231576,671
ENSG00000237948,561
ENSG00000225557,687
ENSG00000237129,669
ENSG00000229088,831
ENSG00000100336,4368
ENSG00000128335,3467
ENSG00000100342,3511
ENSG00000100345,8915
ENSG00000266345,257
ENSG00000223695,508
ENSG00000237668,371
ENSG00000252575,102
ENSG00000252225,90
ENSG00000228719,370
ENSG00000100348,2044
ENSG00000100350,5568
ENSG00000100353,4055
ENSG00000188078,442
ENSG00000229971,403
ENSG00000261675,2045
ENSG00000166862,3218
ENSG00000234688,630
ENSG00000100360,8002
ENSG00000100362,1042
ENSG00000234979,546
ENSG00000183822,1214
ENSG00000100365,1749
ENSG00000100368,5045
ENSG00000239056,77
ENSG00000232254,388
ENSG00000215403,988
ENSG00000185264,1145
ENSG00000128311,1912
ENSG00000252412,94
ENSG00000128309,6757
ENSG00000100379,2774
ENSG00000201078,314
ENSG00000187045,4061
ENSG00000231467,461
ENSG00000100385,4688
ENSG00000252142,59
ENSG00000235237,628
ENSG00000133466,7134
ENSG00000183473,4517
ENSG00000226233,153
ENSG00000128340,2524
ENSG00000255594,729
ENSG00000100055,6140
ENSG00000243902,2114
ENSG00000237862,1963
ENSG00000166897,8775
ENSG00000272694,908
ENSG00000100060,3031
ENSG00000100065,5627
ENSG00000225867,496
ENSG00000128283,2567
ENSG00000100079,820
ENSG00000100083,9349
ENSG00000100092,6247
ENSG00000233360,1939
ENSG00000241360,2200
ENSG00000241333,273
ENSG00000100097,1093
ENSG00000100101,10881
ENSG00000100106,12209
ENSG00000238569,81
ENSG00000189060,2328
ENSG00000100116,2092
ENSG00000128310,1155
ENSG00000100124,4477
ENSG00000207945,99
ENSG00000207696,96
ENSG00000100129,4281
ENSG00000207227,101
ENSG00000100139,5949
ENSG00000128346,1822
ENSG00000272582,813
ENSG00000100142,7028
ENSG00000100146,3704
ENSG00000264505,59
ENSG00000222044,1053
ENSG00000273214,690
ENSG00000100151,4358
ENSG00000233739,412
ENSG00000100156,2197
ENSG00000128298,2179
ENSG00000272720,1432
ENSG00000184381,6729
ENSG00000185022,2972
ENSG00000198792,5001
ENSG00000256873,702
ENSG00000235246,295
ENSG00000241693,273
ENSG00000265311,85
ENSG00000213923,6677
ENSG00000244627,3832
ENSG00000229955,539
ENSG00000228620,553
ENSG00000168135,2063
ENSG00000100196,1923
ENSG00000100201,9983
ENSG00000100206,3010
ENSG00000224279,162
ENSG00000184949,10764
ENSG00000100211,2341
ENSG00000230912,408
ENSG00000228274,3353
ENSG00000100216,1579
ENSG00000100221,4320
ENSG00000100226,8147
ENSG00000229598,762
ENSG00000257034,742
ENSG00000203583,672
ENSG00000100242,6468
ENSG00000244491,459
ENSG00000230149,524
ENSG00000273096,182
ENSG00000225450,498
ENSG00000272669,490
ENSG00000273076,415
ENSG00000100246,2425
ENSG00000221890,5779
ENSG00000183741,8025
ENSG00000235209,676
ENSG00000128383,2003
ENSG00000179750,1889
ENSG00000249310,686
ENSG00000244509,2814
ENSG00000243811,2537
ENSG00000128394,3235
ENSG00000239713,5487
ENSG00000259421,257
ENSG00000225720,637
ENSG00000100298,1245
ENSG00000100307,7454
ENSG00000226024,273
ENSG00000227009,420
ENSG00000100311,3751
ENSG00000214854,37
ENSG00000224794,1776
ENSG00000100316,4780
ENSG00000209480,92
ENSG00000209482,94
ENSG00000263764,63
ENSG00000100321,6939
ENSG00000100324,4443
ENSG00000128268,5452
ENSG00000227188,496
ENSG00000100335,7540
ENSG00000128272,2512
ENSG00000187051,3762
ENSG00000100346,10807
ENSG00000176177,3060
ENSG00000235647,1166
ENSG00000238875,260
ENSG00000226085,826
ENSG00000100351,6181
ENSG00000225528,1285
ENSG00000133477,16381
ENSG00000261202,1462
ENSG00000100354,19969
ENSG00000228599,741
ENSG00000239900,6006
ENSG00000100359,4757
ENSG00000229999,888
ENSG00000196588,5521
ENSG00000272834,442
ENSG00000227413,353
ENSG00000232564,1928
ENSG00000252124,76
ENSG00000172912,258
ENSG00000230071,1303
ENSG00000231907,967
ENSG00000128285,2958
ENSG00000100372,3975
ENSG00000230769,490
ENSG00000233603,246
ENSG00000266594,75
ENSG00000100380,4134
ENSG00000196236,10011
ENSG00000172404,2577
ENSG00000238887,103
ENSG00000200683,103
ENSG00000100387,3087
ENSG00000222698,94
ENSG00000266175,69
ENSG00000237214,584
ENSG00000199515,92
ENSG00000213857,1059
ENSG00000100393,9554
ENSG00000221160,53
ENSG00000252859,99
ENSG00000232754,354
ENSG00000231993,454
ENSG00000215771,461
ENSG00000100395,6434
ENSG00000235513,2497
ENSG00000100399,2590
ENSG00000100401,5443
ENSG00000269104,37
ENSG00000100403,10502
ENSG00000167074,4709
ENSG00000199865,106
ENSG00000273424,441
ENSG00000183864,4563
ENSG00000100410,1230
ENSG00000100412,4021
ENSG00000100413,6569
ENSG00000172346,3245
ENSG00000100417,5075
ENSG00000100418,4965
ENSG00000196419,3267
ENSG00000200332,101
ENSG00000100138,2773
ENSG00000207457,106
ENSG00000184208,5338
ENSG00000255782,1855
ENSG00000167077,5379
ENSG00000231261,264
ENSG00000252603,88
ENSG00000206813,101
ENSG00000100147,1263
ENSG00000184068,2987
ENSG00000198911,7507
ENSG00000207932,68
ENSG00000234965,484
ENSG00000260655,1077
ENSG00000263463,75
ENSG00000159958,923
ENSG00000100162,1771
ENSG00000205704,1519
ENSG00000100167,5416
ENSG00000224883,512
ENSG00000183066,6168
ENSG00000215347,897
ENSG00000198951,3697
ENSG00000177096,2447
ENSG00000238498,103
ENSG00000183172,1728
ENSG00000184983,1413
ENSG00000270083,398
ENSG00000237037,6634
ENSG00000213790,1188
ENSG00000100197,2386
ENSG00000227370,455
ENSG00000232710,664
ENSG00000205702,2111
ENSG00000226450,1481
ENSG00000100207,7542
ENSG00000182057,1448
ENSG00000233903,543
ENSG00000273366,658
ENSG00000229891,1265
ENSG00000235568,5810
ENSG00000230107,568
ENSG00000172250,1732
ENSG00000189306,4074
ENSG00000265106,85
ENSG00000183569,2807
ENSG00000182841,5083
ENSG00000202058,282
ENSG00000251913,103
ENSG00000100227,3639
ENSG00000270022,663
ENSG00000100243,5963
ENSG00000249222,798
ENSG00000128274,2939
ENSG00000200448,99
ENSG00000234009,890
ENSG00000229608,770
ENSG00000242247,3364
ENSG00000100266,4525
ENSG00000226989,396
ENSG00000230319,2080
ENSG00000100271,1865
ENSG00000234735,357
ENSG00000100290,948
ENSG00000100294,2384
ENSG00000100300,1450
ENSG00000100304,4606
ENSG00000159307,12108
ENSG00000236272,529
ENSG00000234892,985
ENSG00000203527,1949
ENSG00000236117,947
ENSG00000186732,5810
ENSG00000223843,2393
ENSG00000186976,8526
ENSG00000233157,711
ENSG00000180150,228
ENSG00000261251,1979
ENSG00000130540,2856
ENSG00000100341,2535
ENSG00000266837,85
ENSG00000100344,3219
ENSG00000100347,6416
ENSG00000224856,321
ENSG00000188677,7306
ENSG00000138964,8660
ENSG00000138944,6746
ENSG00000220702,604
ENSG00000236079,450
ENSG00000232655,627
ENSG00000228807,222
ENSG00000188636,5493
ENSG00000215333,1282
ENSG00000187012,907
ENSG00000234300,496
ENSG00000231801,544
ENSG00000186654,4896
ENSG00000248405,3245
ENSG00000241484,5653
ENSG00000056487,5732
ENSG00000223730,924
ENSG00000230922,1630
ENSG00000226328,2259
ENSG00000273243,472
ENSG00000093000,8306
ENSG00000273353,320
ENSG00000100364,10001
ENSG00000221598,65
ENSG00000273287,1300
ENSG00000213752,486
ENSG00000100373,1045
ENSG00000100376,6494
ENSG00000077935,4228
ENSG00000128408,1807
ENSG00000232363,543
ENSG00000077942,7110
ENSG00000238120,546
ENSG00000251985,101
ENSG00000130638,5078
ENSG00000264160,74
ENSG00000235347,1218
ENSG00000235091,802
ENSG00000188064,5044
ENSG00000265610,76
ENSG00000273145,1205
ENSG00000231711,4946
ENSG00000182257,2815
ENSG00000273289,467
ENSG00000241990,1088
ENSG00000197182,5719
ENSG00000231010,1179
ENSG00000235159,864
ENSG00000266533,82
ENSG00000198986,73
ENSG00000264147,91
ENSG00000207875,82
ENSG00000186951,12055
ENSG00000205643,2000
ENSG00000130943,7659
ENSG00000075234,3560
ENSG00000075218,4231
ENSG00000100416,8573
ENSG00000075275,12779
ENSG00000230634,431
ENSG00000234869,2947
ENSG00000075240,4864
ENSG00000100422,4923
ENSG00000260708,669
ENSG00000054611,5284
ENSG00000221672,72
ENSG00000224715,4360
ENSG00000218357,1086
ENSG00000205634,4308
ENSG00000224271,2266
ENSG00000232897,738
ENSG00000230345,217
ENSG00000235154,370
ENSG00000238192,496
ENSG00000229275,664
ENSG00000266508,51
ENSG00000233179,566
ENSG00000219438,3166
ENSG00000219016,3625
ENSG00000266887,58
ENSG00000251912,84
ENSG00000205632,3422
ENSG00000226142,336
ENSG00000188511,6742
ENSG00000264139,73
ENSG00000212939,3892
ENSG00000213279,2377
ENSG00000235111,2973
ENSG00000226954,3773
ENSG00000223142,326
ENSG00000214727,813
ENSG00000100425,5834
ENSG00000236867,464
ENSG00000260613,1565
ENSG00000229409,161
ENSG00000100426,6891
ENSG00000182858,5340
ENSG00000273192,2348
ENSG00000184164,5153
ENSG00000198355,2456
ENSG00000188263,3681
ENSG00000138892,2691
ENSG00000100427,4283
ENSG00000073146,6843
ENSG00000073150,3098
ENSG00000170638,3145
